reviewer,stars,title,review,date
Mark K. Allen,5,WoW,WoW. Not what I was expecting.  Thought provoking.   A very pleasant surprise and a brand new way of looking at the World.,2020-01-20
Paul Anderson,5,Very enjoyable read!,Very enjoyable read!. Very interesting how he has titled this book something and works to disprove it altogether.  I liked it a lot!  A very quick read (listen)!,2020-01-20
Jay Collins,5,Loved it,Loved it. I listened to this book in less than 24hours... do not judge me lol,2020-01-19
Suzanne T,5,Thought Provoking Read!,Thought Provoking Read!. This is my first experience with audible. Outliers is our book clubs read of the month. Wanting to get the most out of it so I listened and read along in my book!,2020-01-19
Johann F Schweikert,5,Essential reading,"Essential reading. Fantastic insight on how an ordinary individual with the right drive, opportunities, and circumstances can rise to be the extraordinary individuals who lead in culture, business, music, etc. Definitely opened my mind to new ways of thinking and leveraging my assets and current opportunities.",2020-01-19
aeraym,5,"Initially deceived by tital, pleasantly surprised","Initially deceived by tital, pleasantly surprised. Thought this book was going to be  a glorification of the ""outliers"" in our society. Instead it explains why and how they became outliers, in a way that is interesting and insightful.",2020-01-18
Anonymous User,5,Insightful and pleasant listening,"Insightful and pleasant listening. Very insightful and easy to follow, another great work by Malcoln Gladwell. Would strongly recommend for anyone interested in sociology...or people for that matter.",2020-01-17
Susan Lange,5,Malcolm Gladwell never disappoints,Malcolm Gladwell never disappoints. MG gives an alternate view to consider regarding things we thought we knew! A must read (or listen to)!,2020-01-17
Amazon Customer,4,Interesting Data,"Interesting Data. I am a fan of Malcalm, although it has much data and need to take in smaller bites.",2020-01-15
Jake Griffin ,5,Great Read!,Great Read!. Very insightful and very well put together. The author illustrates very good points and the audio was phenomenal!,2020-01-14
Yogesh,5,exhilarating,exhilarating. turn on and let your mind be blown by the research of Marlcolm Gladwrll. love the way he explains outliar,2020-01-13
Freeman,5,wow,wow. oOutstanding perspective and analysis.  Gladwell confirms social suspicions with data courageously.   This book's a game changer.,2020-01-13
1iang,5,As always,As always. Great listen as always! Very insightful and enlightening.  Everyone in a while I listen to it again.,2020-01-12
gkou,5,Best book I've read in a while,Best book I've read in a while. Makes you see things from a totally different prospective and connects the past with the future,2020-01-12
Kindle Customer,5,What a great book!!!,What a great book!!!. Really challenges the way you see the world!!!  Makes you think about the advantages you have in your life and whether you are really taking advantage of them.,2020-01-12
pbgough,5,a book I will re read several times,"a book I will re read several times. such compelling information to remind us that genius is more than the individual. it's motivating to me to keep trying and searching for my ""right moment"" and to work on looking for ways to create those right moments and opportunities for others.",2020-01-12
Amazon Customer,5,Great story formation,"Great story formation. Really well written book with lots of examples to support the hypothesis on how we define success. It gave a clear description of how much circumstances, cultural legacy and being at the right place at the right time governs the different opportunities available. I really liked the part where, through the plane crash example, communication gap between different cultures was explained! Overall the idea that everyone is ordinary and sometime having the right motivation and presence of mind to make the most of the opportunities available was mentioned with elaborate illustrations of most of famous figures.",2020-01-10
Amazon Customer,5,Great!,Great!. This book makes you think and take notes. it makes you want to implement some new ideas into your own life.,2020-01-09
Anonymous User,5,Loved it!,Loved it!. Will definitely recommend it! It started off a bit slow for me personally but the further into the book you go the more it gets into you. So I loved it!,2020-01-09
H. C. Laws,5,This book is an Outlier,This book is an Outlier. This book is phenomenal. The intellectual setups within the stories around success are one of a kind. This book sets to debunk myths and ideas around how people attain success. It’s looks at individuals and situations and holds a magnifying glass to it to study the different set of factors that contribute to creating these success outliers. This is a must read.,2020-01-08
