,stars,review,date,country
153,1,Five Stars. great book although his philosiphy is ver much based on statistics @lanarose.96,2017-01-15,Reino Unido
154,1,Five Stars. A good read that i really enjoyed.,2018-04-29,Reino Unido
155,1,Success. Good book to read for success,2018-11-07,Reino Unido
156,1,"Brilliant. Very thought provoking, and so compulsory for the mans' mind!",2021-09-12,Reino Unido
157,1,A 'recommended read' for anyone in recruitment. Dispels a .... A 'recommended read' for anyone in recruitment. Dispels a lot of myths and is also an interesting read on how some people have become extremely successful through luck and perseverance.,2015-03-16,Reino Unido
158,1,Very interesting. Some great stories of success and the hidden factors behind what makes people extraordinary,2020-01-23,Reino Unido
159,1,An Insight into the Puzzling Nature of Success. An insightful take on success. I particularly liked the multiple examples from different fields. The book kept me fully entertained on a long flight to San Francisco. Well worth the price!,2015-06-30,Reino Unido
160,1,An easy read. Really enjoyed this book,2019-07-04,Reino Unido
161,1,Very insightful from start to finish.. Never has a book ever become so alive . We can all achieve more if we put in a little bit of effort .,2017-12-01,Reino Unido
162,1,Five Stars. Good read.,2018-06-19,Reino Unido
163,1,Better than Blink. Excellent book - great insight and very well written. Gladwell is an excellent author and this is one of my favourite pieces.,2015-05-06,Reino Unido
164,1,Eye opener. Love this book was recommended by a friend and it really changes your perspective on success and can motivate you also,2021-06-24,Reino Unido
165,1,"A book for everyone's shelf. Gladwell focusses on and explains the success of a series of significant figures from history and the present day, with penetrating clarity. A must-read",2015-02-04,Reino Unido
166,1,Three Stars. First half of book much better that the disappointing second half.,2017-10-05,Reino Unido
167,1,Four Stars. Excellent,2017-10-15,Reino Unido
168,1,Buy it read it. Class read,2020-01-14,Reino Unido
169,1,Five Stars. Thought-provoking and interesting.,2016-06-28,Reino Unido
170,1,Five Stars. a1,2016-12-16,Reino Unido
171,1,A decent read. pretty interesting study of why some things or people are outliers and his you have to look beyond the obvious.,2017-09-18,Reino Unido
172,1,"Interesting pop science book - not scientfic, but is interesting. I thought this was a fascinating look into stories of success. What's key to notice is that although Malcolm Gladwell claims, or at least suggests, that he's looking at things scientifically, what he's really doing is telling stories. For instance, he doesn't really pin down what he means by success in the book, which makes the whole thing a bit tricky.",2009-02-03,Reino Unido
173,1,A really interesting read. An insightful book that makes you think. It's not a guide for life but it is interesting as a parent to give you more motivation to look for and use all opportunities that come along in life for your child. It's an easy read - not too heavy but definitely thought-provoking.,2013-11-11,Reino Unido
174,1,"Brilliant. As a fan of Malcolm Gladwells 'revisionist history' podcast I decided to give outliers a go, and it didn't disappoint, I can't recommend it highly enough",2017-07-09,Reino Unido
175,1,Great read. Amazing book. Well worth a read.,2018-01-22,Reino Unido
176,1,Very interesting and essential book. I was really lucky to hear about this book and I felt more lucky when I finished it 2 minutes ago.,2015-11-19,Reino Unido
177,1,"Good book. Good condition, had some highlighting over it but that’s to be expected",2019-02-02,Reino Unido
178,1,"Excellent read!. So very interesting and insightful, I’ll be thinking of this book long after it’s read - a truly captivating book!",2018-05-30,Reino Unido
